,video_id,publish_time,publish_date,channel_id,title,views,period_day,channel_title,subscriber_count,tags,category_id,likes,dislikes,comment_count,description,desc_len,len_title,No_tags,video_error_or_removed,trending_date,comments_disabled,ratings_disabled
0,2wju6hCBumI,09:00:01,2022-10-10,UCjToDBf8P-4QkETw2kJ-H3g,🍚EP.41 또 다시 레전드를 찍을 한우 먹방! 히포x히밥 먹방 엔드게임 │ 토밥좋아 매주 (토) 오후 5시 본방송,354261,208.0,E채널,248000,"""먹방,맛집,한우,서울맛집,토밥좋아,쌍힙,히""",24,2945,False,139.0,"#노사연 #박명수 #현주엽 #김종민 #히밥

다시 만날 줄 몰랐지..
아,아니 다시 둘이서만 먹게 될 줄 몰랐지ㅠㅠ
느슨한 먹방계 (사실 안 느슨한데요) 기강잡는
쌍힙이 떴다.

🔥[토요일은 밥이 좋아] 매주 (토) 오후 5시 본방송🔥
▶E채널 채널번호 📺 olleh tv 48번 / Btv 49번 / U+tv 76번 / Skylife 44번 📺
▷공식 인스타그램 https://www.instagram.com/tobablove_ech",243.0,64.0,0.0,False,0.0,False,False
